,student_id,gender,age,education_level,institution_type,it_student,student_location,load_shedding,financial_condition,internet_type,class_duration,self_lms,device,adaptability_level
1060,1061,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,0,No,Mobile,Low
1061,1062,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,1-3,Yes,Computer,Moderate
1062,1063,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
1063,1064,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
1064,1065,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1065,1066,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,1-3,No,Computer,High
1066,1067,Boy,11-15,School,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
1067,1068,Boy,21-25,University,Government,No,No,High,Mid,Wifi,0,No,Mobile,Low
1068,1069,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3-6,Yes,Mobile,Moderate
1069,1070,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,Yes,Mobile,Moderate
1070,1071,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
1071,1072,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,High
1072,1073,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,High
1073,1074,Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,0,Yes,Mobile,Low
1074,1075,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1075,1076,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,3-6,Yes,Computer,Low
1076,1077,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,High
1077,1078,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,1-3,No,Mobile,Moderate
1078,1079,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1079,1080,Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,1-3,No,Mobile,Low
1080,1081,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3-6,Yes,Mobile,Low
1081,1082,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,Moderate
1082,1083,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,0,No,Mobile,Moderate
1083,1084,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1084,1085,Girl,16-20,University,Non Government,Yes,No,High,Poor,Mobile Data,1-3,Yes,Mobile,Moderate
1085,1086,Boy,6-10,School,Non Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,Moderate
1086,1087,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,0,No,Mobile,Low
1087,1088,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1088,1089,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
1089,1090,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,1-3,No,Mobile,Low
1090,1091,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1091,1092,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
1092,1093,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3-6,Yes,Mobile,Low
1093,1094,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
1094,1095,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1095,1096,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,3-6,No,Computer,High
1096,1097,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,3-6,Yes,Mobile,Moderate
1097,1098,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,3-6,No,Mobile,Low
1098,1099,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,3-6,No,Mobile,Moderate
1099,1100,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Wifi,1-3,No,Mobile,Moderate
1100,1101,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,0,No,Mobile,Low
1101,1102,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1102,1103,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
1103,1104,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1104,1105,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,Moderate
1105,1106,Boy,16-20,School,Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Moderate
1106,1107,Girl,6-10,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,High
1107,1108,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
1108,1109,Boy,6-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1109,1110,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3-6,No,Mobile,Moderate
1110,1111,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Moderate
1111,1112,Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,1-3,No,Mobile,Moderate
1112,1113,Boy,11-15,School,Non Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1113,1114,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
1114,1115,Girl,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,High
1115,1116,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
1116,1117,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,1-3,No,Mobile,Moderate
1117,1118,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,1-3,Yes,Mobile,Moderate
1118,1119,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,3-6,No,Mobile,Moderate
1119,1120,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1120,1121,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1121,1122,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1122,1123,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
1123,1124,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,1-3,Yes,Tab,Moderate
1124,1125,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,3-6,No,Computer,Low
1125,1126,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,Moderate
1126,1127,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,3-6,No,Computer,Low
1127,1128,Boy,6-10,School,Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
1128,1129,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
1129,1130,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
1130,1131,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,1-3,No,Mobile,Low
1131,1132,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
1132,1133,Boy,16-20,College,Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1133,1134,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1134,1135,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,1-3,No,Mobile,Low
1135,1136,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
1136,1137,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Computer,Moderate
1137,1138,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Moderate
1138,1139,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,1-3,Yes,Mobile,Moderate
1139,1140,Boy,21-25,University,Government,No,Yes,Low,Mid,Wifi,0,No,Mobile,Low
1140,1141,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,1-3,Yes,Mobile,Moderate
1141,1142,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,High
1142,1143,Girl,16-20,School,Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1143,1144,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3-6,Yes,Mobile,Low
1144,1145,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
1145,1146,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,1-3,Yes,Tab,Moderate
1146,1147,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Computer,Moderate
1147,1148,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1148,1149,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,1-3,No,Mobile,Moderate
1149,1150,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,1-3,Yes,Mobile,Low
1150,1151,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1151,1152,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
1152,1153,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1153,1154,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1154,1155,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,3-6,No,Computer,Low
1155,1156,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
1156,1157,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,0,No,Mobile,Moderate
1157,1158,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,1-3,No,Computer,High
1158,1159,Girl,21-25,University,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1159,1160,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
1160,1161,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,1-3,Yes,Mobile,Moderate
1161,1162,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1162,1163,Girl,16-20,University,Non Government,Yes,No,High,Poor,Mobile Data,1-3,Yes,Mobile,Moderate
1163,1164,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3-6,No,Mobile,Moderate
1164,1165,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3-6,No,Mobile,Moderate
1165,1166,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,1-3,Yes,Mobile,Moderate
1166,1167,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
1167,1168,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1168,1169,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,3-6,Yes,Computer,Moderate
1169,1170,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3-6,Yes,Mobile,Low
1170,1171,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3-6,Yes,Mobile,Moderate
1171,1172,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,1-3,No,Mobile,High
1172,1173,Boy,21-25,University,Government,No,No,High,Mid,Mobile Data,1-3,No,Mobile,Low
1173,1174,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1174,1175,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3-6,No,Mobile,Moderate
1175,1176,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
1176,1177,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,1-3,No,Computer,High
1177,1178,Boy,6-10,School,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
1178,1179,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1179,1180,Girl,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,High
1180,1181,Boy,1-5,School,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
1181,1182,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,1-3,Yes,Mobile,Low
1182,1183,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,1-3,Yes,Computer,Moderate
1183,1184,Girl,16-20,College,Government,No,No,High,Poor,Mobile Data,0,No,Mobile,Low
1184,1185,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1185,1186,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
1186,1187,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1187,1188,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
1188,1189,Boy,6-10,School,Non Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,Moderate
1189,1190,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,1-3,No,Mobile,Low
1190,1191,Boy,26-30,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Moderate
1191,1192,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1192,1193,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
1193,1194,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,1-3,Yes,Computer,High
1194,1195,Boy,11-15,School,Non Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
1195,1196,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,1-3,Yes,Computer,High
1196,1197,Boy,16-20,College,Government,No,No,High,Mid,Mobile Data,1-3,No,Mobile,Low
1197,1198,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3-6,No,Computer,Moderate
1198,1199,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,0,No,Mobile,Low
1199,1200,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,No,Computer,Low
1200,1201,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
1201,1202,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,3-6,No,Mobile,Moderate
1202,1203,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
1203,1204,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
1204,1205,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
